tarih                     text 

04.01.2023     "ABDde kürtaj haplarının eczanelerde satışı ilk kez onaylandı Amerikan Gıda ve İlaç Dairesi (FDA) ilk kez bir kürtaj hapının eczanelerde satılmasını onayladı. ABDde Yüksek Mahkemenin kürtaj hakkını güvence altına alan kararı geçen sene iptal etmesiyle birlikte kürtaj haplarına olan talep artmaya başlamıştı. FDA tarafından Salı günü yapılan açıklamaya göre mifepristone adlı ilaç ABD çapında kürtajın serbest olduğu eyaletlerde satılabilecek. İlacı üreten iki Amerikalı şirket, Danco Laboratories ve GenBioPro, ayrı ayrı yapılan açıklamalarda, ajansın bu kararını doğruladı. Hap, gebeliği erken dönemde sonlandırmak için kullanılan iki ilaçtan ilki ve reçeteyle satılmaya devam edecek. Amerika Birleşik Devletlerinde (ABD) cinsel sağlık hakları alanında çalışan Sivil Toplum Kuruluşu (STK) Guttmacher Enstitüsüne göre, ülkede kürtaj uygulamalarının yarısından fazlasında ameliyat yerine haplar kullanılıyor. Karar, Amerikan Kadın Doğum Uzmanları ve Jinekologlar Koleji adlı meslek örgütü tarafından ileriye doğru önemli bir adım olarak nitelendirildi. Mifepriston, hamileliğin 10 ila 12. haftalarındaki iki aşamalı kürtaj uygulamasında misoprostol adı verilen ikinci bir ilaçla kombinasyon halinde alınıyor. Kürtaj uygulamasında yaygın olarak kullanılan misoprostol, eczanelerden reçete ile kolayca temin edilebilen bir ilaç. ABDde eczaneler mifepristonu satmak için sertifika başvurusunda bulunabilecek ancak kürtajla ilgili yasal tartışmalar eczanelerin hapı satıp satamayacağı sorusunu yeniden gündeme getirebilir. ABDde kürtajın yasak olduğu eyaletlerin sayısı bir düzineden fazla. Bu eyaletlerde yaşayan kadınların ilaçla kürtaj yaptırmak için muhtemelen diğer eyaletlere seyahat etmesi gerekecek."

04.01.2023     "Üniversiteli Irmak ağlattı! Ankaranın Çankaya ilçesinde, kontrolden çıkarak şarampole devrilen otomobilde ağır yaralanan Bilkent Üniversitesi Psikoloji Bölümü 4üncü sınıf öğrencisi 23 yaşındaki Irmak Aygen, hayatını kaybetti. Aygen, gözyaşları içinde Karşıyaka Mezarlığında toprağa verildi."

04.01.2023     "Kıtalararası sapık! Böyle baba olmaz olsun! Amerika merkezli çocuk pornografisinin önlenmesine dair kurulan uluslararası kuruluş tarafından, A.H.T.nin (42) kullandığı IP adresinden çocuk pornosu görüntüleri indirildiği tespit edilip, Ankara Emniyet Müdürlüğü Siber Suçlarla Mücadele Şubesine ihbarda bulunuldu. BİLGİSAYARI VE CEP TELEFONU İNCELENDİ DHAda yer alan habere göre ihbar üzerine Ankara Cumhuriyet Başsavcılığı koordinesinde soruşturma başlatıldı. Soruşturma kapsamında A.H.T.nin cep telefonu, bilgisayar ve diğer dijital materyallerinde inceleme yapıldı. OĞLUNA AİT GÖRÜNTÜLERE RASTLANDI Teknik incelemeler sonucunda şüphelinin bilgisayar ve cep telefonunda kayıtlı çok sayıda çocuk pornosu ve çocukların kullanıldığı çok sayıda pornografik görüntü tespit edildi. Ayrıca A.H.Tnin dijital materyallerinde oğlu O.E.Tye (10) ait pek çok cinsel görüntüye rastlandı. BİRDEN ÇOK CİNSEL İSTİSMAR RAPORU Şüphelinin oğluna cinsel istismarda bulunurken çektiği görüntüler de tespit edildi. Ankara Şehir Hastanesi Adli Tıp Kliniğinden 3 Ekim 2022 tarihinde alınan raporda da O.E.T. nin birden fazla cinsel istismara maruz kaldığı belirtildi. CİNSEL İSTİSMARI İTİRAF ETTİ Gözaltına alınan ve çıkarıldığı hakimlikçe tutuklanan A.H.T. hakkında dava açıldı. Yaklaşık 1 yıldır oğluna cinsel istismarda bulunduğunu itiraf eden sanık, Ankara 34üncü Ağır Ceza Mahkemesinde görülen karar duruşmasına cezaevinden Ses ve Görüntü Bilişim Sistemi ile bağlandı. 42 YIL HAPİS CEZASI ALDI Duruşmada avukatlar da hazır bulundu. Mahkeme heyeti sanık A.H.T.ye zincirleme şekilde çocuğun cinsel istismarı, özel hayatın gizliliğini ihmal etme, müstehcen yayınların üretiminde çocukları kullanma suçlarından toplam 42 yıl hapis cezası verdi. Kararla birlikte sanığın tutukluluğunun devamına hükmedildi. DİĞER ÇOCUĞU İÇİN BERAAT KARARI Öte yandan sanık A.H.T, diğer oğlu S.T.ye (15) yönelik cinsel istismar ve özel hayatın gizliliğini ihlal etme suçlarından açılan davada delil yetersizliği nedeniyle beraat etti."

02.01.2023  "Vanda paniğe yol açan deprem! Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) Deprem Dairesi Başkanlığından alınan bilgilere göre, merkez üstü Tuşba ilçesinde saat 08.45’te 3.9 büyüklüğünde bir deprem meydana geldiği kaydedildi. Kısa süreli paniğe neden olan depremde herhangi bir can ve mal kaybının yaşanmadığı belirtildi."

03.01.2023    "3 çocuk annesiydi! Koca vahşeti! Kütahya´da temizlik işçisi olan İsmail Türün (44), Hamidiye Mahallesi Beşikkaya Caddesi´ndeki evlerinde henüz bilinmeyen bir nedenle eşi 3 çocuk annesi Ayşegül Türün (31) ile tartıştı.DHAda yer alan habere göre çiftin tartışması kısa sürede kavgaya dönüşürken, İsmail Türün eşini birçok kez bıçaklayıp evden çıktı ve yolun karşısındaki markete gitti.Burada eşini öldürdüğünü itiraf eden İsmail Türün, polise haber verilmesini istedi. İhbar üzerine harekete geçen polis ekipleri katil zanlısı İsmail Türünü evin önünde gözaltına aldı.Evde yapılan incelemede ise Ayşegül Türün´ün hayatını kaybettiği belirlendi. Geçirildiği sağlık kontrolünün ardından İsmail Türün ifadesi için emniyete götürüldü.Savcılık ve polis ekiplerinin incelemesinin ardından ise Ayşegül Türün´ün cenazesi otopsi işlemleri için Kütahya Sağlık Bilimleri Üniversitesi Evliya Çelebi Eğitim ve Araştırma Hastanesi morguna kaldırıldı.Çiftin çocuklarından ikisinin olay sırasında okulda olduğu, birinin ise başka bir odada uyuduğu öğrenildi. Olayla ilgili başlatılan soruşturma sürüyor."

04.01.2023     "İstanbul’da hava kirliliği alarmı: Bu ilçelerde pencere bile açmayın İstanbul’da son günlerde hava kirliliğinde artış yaşanıyor. Çevre, Şehircilik ve İklim Değişikliği Bakanlığının hava kalitesini gösterdiği haritada, hassas ve sağlıksız ölçülen Esenyurt, Kağıthane, Kadıköy gibi ilçeler için uzmanlar uyarı yaptı. Uluslararası Hava Kirliliği Önleme ve Çevre Koruma Birliği Başkanı Prof. Dr. Selahattin İncecik, `O bölgede insanların pencere bile açmaması lazım’ derken, Göğüs Hastalıkları Uzmanı Prof. Dr. Bilun Gemicioğlu da, geçmeyen öksürüğün bir nedeninin de hava kirliliği olduğunu ve maske takılması gerektiğini söyledi. Çevre, Şehircilik ve İklim Değişikliği Bakanlığının hava kalitesini gösterdiği haritada İstanbul’daki hava kalitesi değişimi dikkat çekiyor. Son günlerde yaşanan sisle birlikte, İstanbuldaki birçok ilçede de hava kirliliği tehlikeli boyutlara ulaştı. Geçmeyen öksürüğün bir nedeni de hava kirliliği Partikül seviyelerinin standartların üzerinde olduğuna dikkat çeken Uluslararası Hava Kirliliği Önleme ve Çevre Koruma Birliği Başkanı Prof. Dr. Selahattin İncecik, özellikle Kadıköy Göztepe ve Esenyurt ilçeleri için pencere açmayın uyarısında bulundu. Hava kirliliğinin sağlık üzerine etkisini anlatan Cerrahpaşa Tıp Fakültesi’nden Göğüs Hastalıkları Uzmanı Prof. Dr. Bilun Gemicioğlu ise, Geçmeyen öksürüğün bir nedeni de hava kirliliği. Hava kirliliği nedeniyle hiperreaktif olan bir kişi, henüz astım çıkmamış olsa da tıkanmakta, bir darlık hissetmekte. Hava kirliliğinin bir diğer boyutu da kanserlerin artması ifadelerini kullandı."

30.12.2022    "Birleşik Krallıkta Strep A bakterisi nedeniyle 3,5 ayda en az 30 çocuk hayatını kaybetti Birleşik Krallıkta 19 Eylülden bu yana Strep A bakteriyel enfeksiyonu nedeniyle en az 30 çocuk hayatını kaybetti. Birleşik Krallık Sağlık ve Güvenlik Kurumu (UKHSA) verilerine göre, 18 yaşın altındaki ölümlerin 25i İngilterede, 5i de Kuzey İrlanda, Galler ve İskoçyada gerçekleşti. 19 Eylülden bu yana İngilterede Strep A nedeniyle toplam 122 kişi öldü. Grup A streptokok bakterisi (kısaca Strep A) impetigo adı verilen deri enfeksiyonu, kızıl ve boğaz enfeksiyonu gibi birçok farklı enfeksiyona yol açabiliyor.Çoğu solunum yolları hastalıkları gibi Strep A da mevsimsel ve vakalar genel olarak sonbahar ve kış aylarında artış gösteriyor. Sağlık yetkilileri, enfeksiyonla ilgili ailelerin dikkatli olması gerektiğini söyledi. Bu enfeksiyona yakalanan pek çok kişi hastalığı hafif atlatıyor; ancak oldukça bulaşıcı bu bakteriler ciddi hastalıklara ve komplikasyonlara da neden olabiliyor. Özellikle invazif olarak adlandırılan Strep A enfeksiyonlarında, bakterinin kan, akciğerler ve kaslar gibi normalde görülmediği bölgelere kadar yayılması halinde hayati tehlike oluşturabiliyor. Enfeksiyon nadir olarak nekrotizan yumuşak doku enfeksiyonu ile doku ölümüne ve tansiyon düşmesi ve organ hasarına yol açan toksik şok sendromuna yol açabiliyor.UKHSA, Eylülden bu yana 1-4 yaş arası toplam 151 çocukta Strep A kaydedildiğini belirtiyor. 2017-18de hastalığın yaygın olduğu mevsimde bu yaş grubunda toplam vaka sayısı 194 ile en yüksek seviyeye ulaşmıştı. UKHSA, invazif enfeksiyonların nadir ve çoğunun 45 yaş üstünde görüldüğünü açıkladı. Ancak Strep A ve kızıl (grip benzeri semptomlar ve vücutta pürüzlü döküntü) enfeksiyonlarının mevsim dışı görülme oranlarında artış olduğu belirtiliyor. 2017-18de aynı dönemde toplam  4672 vakaya karşı bu yıl 33 bin 836 vaka kayda geçti. Yetkililer, kızıl ve Strep A kaynaklı boğaz enfeksiyonlarının antibiyotikle kolayca tedavi edildiği, çocuklarda nadiren daha ciddi rahatsızlıklara yol açtığını belirtiyor. Kışın bakterinin yaygın bir şekilde dolaşımda olduğu hatırlatılarak hasta kişilerle temas edilmemesi, ellerin düzenli yıkanması, öksürük ve hapşırırken kağıt mendil kullanılması yoluyla bulaşmanın asgariye indirilebileceği hatırlatılıyor."

27.12.2022      "Çin ülkeye girişlerde karantinayı kaldırıyor Çin 8 Ocak’tan itibaren ülkeye girecek kişilerin karantina yapmasına gerek kalmayacağını açıkladı. Kısa süre önceye kadar sıfır Covid politikasıyla çok sıkı önlemler uygulayan Çin, bir dizi protestonun ardından Covid önlemlerini aşama aşama gevşetmeye başladı. Pandeminin başında üç hafta olarak uygulanan ülkeye girişte karantina zorunluluğu, yıllar içinde 5 güne kadar düşürülmüştü. Yeni kurallar kapsamında Covid, A sınıfı bulaşıcı hastalıklar arasından çıkarılarak B sınıfına alındı. Ülkede son haftalarda Covid önlemleri azaltılırken vakalardaysa büyük bir artış yaşanıyor. Sağlık çalışanları hastalarla başa çıkmakta zorlandıklarını söylerken Çin günlük vaka sayısı verilerini yayınlamayı bıraktı. Günlük Covid-19 ölümlerinin ise binlerce kişi olduğu tahmin ediliyor. Analistler, Çin’in Covid politikasındaki U dönüşünün Devlet Başkanı Şi Jinping’i de zor bir durumda bıraktığını aktarıyor. Şi, sağlık yetkililerine hayatları kurtarmak için ne yapılması gerekiyorsa yapmaları talimatını verdi. Şinin yakın zamana kadar savunduğu sıfır Covid politikası, insanların hayatlarını fazlasıyla kısıtladığı ve ekonomiye de zarar verdiği için eleştiriliyordu."

13.12.2022       "İngilterede nadir genetik hastalıkların teşhis ve tedavisi için 100 bin bebeğin genetik kod haritası çıkarılacak İngilterede nadir görülen genetik hastalıkların teşhis ve tedavisini geliştirmeye yönelik bir araştırmada yeni doğan 100 bin bebeğin tüm DNAlarının genom dizilimi yapılacak. Tüm genom dizilimi ile ilk kez Ulusal Sağlık Hizmetleri (NHS) kapsamında sağlıklı bebeklerin genetik kod haritası çıkarılacak. Hepsi tedavi edilebilir yaklaşık 200 hastalık için tarama yapılacak.Bu çalışmanın, türünün en büyüğü olduğu sanılıyor. Önümüzdeki yıl başlayacak olan proje, NHS ve Genomics England ortaklığında yürütülecek. Başarılı olması halinde ülke genelinde yaygınlaştırılabileceği belirtiliyor. Halen yeni doğan bebeklere uygulanan topuk kanı testinde, aralarında kistik fibrozis ve orak hücreli anemi hastalığının da bulunduğu dokuz nadir hastalığın taraması yapılıyor. Genomics Englandın Baş Tıbbi Sorumlusu Dr. Rich Scott, İngilterede her yıl tedavi edilebilir bir genetik rahatsızlıkla doğan binlerce çocuk için daha fazla şey yapmak istediklerini söyleyerek, Hızlı teşhis, tedaviye daha hızlı erişim ve daha iyi sonuçlar ve yaşam kalitesi sunabilmek istiyoruz dedi."

01.12.2022    "Yılda bir milyon ölü doğum, hava kirliliğiyle ilişkilendirildi.Küresel bir araştırmada, her yıl bir milyona yakın ölü doğum, hava kirliliğiyle ilişkilendirildi. Araştırmada dünya genelinde kayıtlara geçen ölü doğumlardan yarısının, fosil yakıtlardan çıkan 2,5 mikrondan (PM2.5) daha küçük parçacıklara maruz kalmaktan kaynaklanıyor olabileceği belirtildi. Pekin Üniversitesi Kamu Sağlığı Merkezi uzmanlarınca yapılan araştırma, ölü doğumların yüzde 98’inin gerçekleştiği Asya, Afrika ve Latin Amerika’dan 137 ülkeyi kapsıyor. Kirli havanın ölü doğum riskini artırdığı biliniyor. Ama ilk kez cenin ölümlerini odaklanan böyle bir araştırma yapılıyor.Bu kapsamda 1998-2016 yılları arasındaki 45 bin canlı ve ölü doğuma ilişkin veriler incelendi. Birleşmiş Milletler Çocuklara Yardım Fonu (UNICEF) tarafından 2020de yayımlanan bir raporda ölü doğumlar ihmal edilen trajedi diye nitelenmişti. Sonuçları bilim dergisi Nature Communicationsta yayımlanan araştırmayı yapan bilim insanları, ölü doğumların engellenmesi için kadın sağlığını ve eşitliği geliştirmenin önemine dikkat çekti. Ekimde yapılan başka bir araştırmada ceninlerin beyin ve akciğerlerinde zehirli hava kirliliği parçacıkları bulunduğu belirtilmişti. İlk kez 2018de plasentalarda kirli hava parçacıkları tespit edilmiş ve hava kirliliği düşük, prematüre doğum, düşük kilolu doğum ve beyinlerin yeterince gelişmemesiyle ilişkilendirilmişti. Son araştırmaya öncülük eden Dr. Tao Şue, Dünya Sağlık Örgütü hava kalitesi hedeflerini yakalamanın ölü doğumları büyük oranda önleyebileceğine dikkat çekerek Halihazırda ölü doğumları önleme çabaları, sağlık hizmetlerinin iyileştirilmesine odaklanıyor. Fakat klinik risk faktörleriyle kıyasla çevresel faktörler genellikle görmezden geliniyor dedi. R﻿aporda temiz hava politikalarının ölü doğumları engelleyebileceği, buna ek olarak maske takılması, evlerde hava arındırıcıların kullanılması ve hava kirliliğin yüksek olduğu zamanlarda dışarı çıkılmaması gibi kişisel önlemlerin de hamilelerin korunmasına yardımcı olabileceği belirtildi. A﻿raştırmaya göre hava kirliliği, yaşları daha büyük olan anneleri daha fazla etkiliyor.Araştırmaya göre f﻿illi olarak tüm anneler, Dünya Sağlık Örgütünün belirlediği bir metreküpe 5 mikrogramın (5 μg/m3) üstündeki seviyelerde PM2.5a maruz kalıyor. 2015te söz konusu 137 ülkede 2,09 milyon ölü doğum vakası görüldü. Bunlardan 950 bini (yüzde 45) 5 μg/m3 üzerinde kirli havaya maruz kalmakla ilişkilendirildi. Dünya Sağlık Örügütünün belirlediği sınır 2021e kadar 10 μg/m3 idi ve araştırmada verileri incelenen kadınların yüzde 99u bundan daha yüksek seviyede hava kirliliğine maruz kaldı. Bu durum 830 bin ölü doğum vakasıyla ilişkilendirildi. Bu da toplam vakaların yüzde 40ına karşılık geliyor. 2019da 2,31 milyon olan ölü doğum sayısı 2019da 1,93 milyona düştü. Uzmanlara göre bu düşüş, Çin gibi bazı ülkelerde hava kirliliğinin azaltılmasından kaynaklanıyor. Araştırmacılar, hava kirliliğini 10 μg/m3 seviyesinin altına indirilmesiyle bugün yılda 710 bin ölü doğumun önüne geçmenin mümkün olabileceğini söylüyor."

04.01.2023    "Atıklar sıfırlandı, bin ağaç kurtarıldı Belediyeden yapılan açıklamaya göre, israfın önlenmesi, kaynakların daha verimli kullanılmasını ve atıkların geri dönüştürülmesini hedefleyen proje kapsamında önemli mesafe katedildi. Atıkların kaynağında ayrılmasını sağlamak amacıyla Büyükşehir Belediyesi hizmet binası ve ek hizmet binalarında atıklar için ayrı ayrı toplama kutuları konulurken, tüm personele geri dönüşümün önemi anlatıldı ve sıfır atık projesi hakkında eğitim verildi. Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğünden Sıfır Atık Belgesi alan Büyükşehir Belediyesi, bünyesindeki hizmet binalarında 2019 yılı başından bugüne kadar 59 ton kağıdın geri dönüşümünü sağladı. Proje kapsamında 40,75 ton plastik, 11,32 ton cam ve 2,26 ton metal geri dönüşüme kazandırıldı. Bu çalışmalarla bin ağaç kesilmekten kurtarıldı. Açıklamada görüşlerine yer verilen Büyükşehir Belediye Başkanı Alinur Aktaş, nüfus artışına bağlı olarak tüketimin de hızla arttığını, kaynakların sınırlı olması nedeniyle israfın önlenmesinin büyük önem taşıdığını belirtti. Sıfır atık projesinin amacına ulaşması için Büyükşehir Belediyesi olarak gerekli çalışmaları yaptıklarını bildiren Aktaş, Proje, Bursa ölçeğinde yürütülen çalışmaların hız kazanmasına ve atık toplama veriminin artmasına katkı sağlayacaktır. Bugüne kadar proje kapsamında sağlanan dönüşümle önemli bir tasarruf elde ettik. Büyükşehir olarak bu konudaki kararlılığımız devam edecek ifadesini kullandı."

04.01.2023       "İngilterede skandal: Ambulans 16 saat gelmeyince hasta öldü İngilterenin Hull kentinde diyabet ve kas erimesine neden olan bir hastalıktan muzdarip 54 yaşındaki Teresa Simpson, 29 Kasımda evinde rahatsızlanması üzerine, eşi Matthew Simpson saat 15.00te 999 numaralı acil durum hattını arayarak ambulans çağırdı. Ancak Simpson, ambulans çağrı merkezinin, yoğunluk nedeniyle kendisiyle daha sonra iletişime geçeceği yanıtını aldı. Ambulans, Matthew Simpson ikinci kez burayı aradığında eşinin cansız olduğunu söylemesi üzerine, ertesi gün sabah 07.45te geldi.Yaklaşık 16 saat 45 dakika ambulansın gelmesini bekledikten sonra kaldırıldığı hastanede hayatını kaybeden Teresa Simpsonın hikayesi, üst düzey bir İngiliz sağlık yetkilisinin, acil servisteki gecikmeler nedeniyle haftada yaklaşık 500 kişinin hayatını kaybettiğini açıklaması üzerine, Sky News muhabiri Greg Milamın yaptığı haberle gündeme geldi. 16 saat 45 dakika beklemek zorunda kaldım Kalıtsal hastalığının yanı sıra engelli bir birey de olan Teresa Simpsonın eşi Matthew Simpson, o gün yaşananları, bekleme sürecini ve eşinin vefatını anlattı.  Sağlık görevlileri daha erken gelseydi eşinin kurtarılacağına inandığını söyleyen Simpson, 16 saat 45 dakika beklemek zorunda kaldım ve geldiler çünkü onları arayıp onun cansız olduğunu söylemem gerekti dedi. Yalnız bırakılarak öldü Simpson, Karımı kaybettim. Ben 47 yaşında yalnız kaldım ve eşim 54 yaşında hayatını kaybetti. Kas erimesi hastalığı olan miyotonik distrofi olduğu için bir gün hayatını kaybedeceğini biliyorduk ama bu şekilde yalnız bırakılarak değil ifadelerini kullandı. Onu öldüren Covid-19 değil, sistem Ambulans gelene kadar eşiyle sürekli konuşmaya çalıştığını, ilgilendiğini ve ilaçlarını verdiğini anlatan Simpson, Çok öfkeliyim. Eşim hayatını asla bu şekilde kaybetmemeliydi diye konuştu. Simpson, eşini Covid-19 salgını döneminde hastalıktan korumak için elinden geleni yaptığını ancak salgından iki yıl sonra yaşanan bu olayın ardından onu kaybettiğini dile getirerek Onu Covid-19dan korumak için iki yıl çaba sarf ettim. Her şeyi, her bir kuralı en ince ayrıntısına kadar takip ettim. Yanıma daima el temizleme jeli aldım. Sırf karımı güvende tutmak için onu sürekli kontrol ettim ama onu öldüren, ambulans hizmetiydi dedi. Birlikte 25 yıl geçirdik Hayat arkadaşını kaybetmenin kendisini derinden sarstığını ve bir başına kaldığını anlatan Simpson, Üzücü olan kısım, bu eylülün 25inci evlilik yıl dönümümüz olması. Özel bir şey planlıyordum. Şimdi 25inci yıl dönümümüz için özel bir şey planlamak yerine karımın cenazesini planlıyorum dedi.Geniş çaplı soruşturma başlatıldı Eşi vefat ettikten sonra yaşadığı trajik olayı paylaşmasının ardından bazı kişilerin kendisini ambulansın gelmemesi üzerine taksi çağırmamakla suçladığını anlatan Simpson, sözlerini şöyle sürdürdü: Neden taksi tutmadım? Benim eşim yüzde 90 engelli. Eşime engelliler için tasarlanan özel taksilerden çağırmam gerekiyordu ki akşamları bu taksileri bulmanız çok zor. Önceden rezervasyon yaptırmanız gerekiyor. Öte yandan, karıma ne olduğunu bile bilmiyordum, ben tıp doktoru değilim ki. Sadece ona yardımcı oldum, yanında oldum, onu güvende tutuyordum. Soğukta dışarı çıkarmak gibi onu riske atacak şeyleri yapamazdım. Simpson, olayın ardından normal bir inceleme süreci yürütüldüğünü fakat olayın eşinin ölümüyle sonuçlanması nedeniyle daha sonra 12 ay sürecek geniş çaplı ciddi bir soruşturma başlatıldığının altını çizdi.Acılı eş Matthew Simpson, Ambulans şoförlerini, doktorları suçlamıyorum. Hangi acil durumun acil olarak sınıflandırıldığına ilişkin bu kararları veren, Yorkshire Ambulansının tepesindeki kişiyi suçluyorum. Karımı öldürenler onlar ve karımın kafa karışıklığının tamamen acil bir durum olmadığına karar verdiler diye konuştu.  30 yıl önce böyle değildi Simpson Ambulans servisine gerçekten çok kızgınım çünkü bu sadece benim başıma gelmiyor. Her gün 4, 6, 12, 18, 20 saat bekleme sürelerinin olduğu ambulans hikayelerini duyuyorsunuz. Ambulans geldiğinde bile hastaneye gitmeniz garanti değil. 10 saat dışarıda bekleyebilirsin. Ambulanslarda bekleyen insanların hikayelerini duydum. Böyle bir şey modern zamanlarda olmamalı. 20 veya 30 yıl önce böyle değildi dedi. Sağlık sistemi çökmüş durumda Kendi yaşadıkları acı tecrübeden yola çıkarak İngilterede son dönemde Ulusal Sağlık Sisteminde (NHS) yaşanan krize de değinen Simpson, sözlerini şöyle tamamladı: Şu anda NHSdeki krizin çok ciddi olduğunu düşünüyorum çünkü tek mevzu, ambulans bekleme süreleri değil. (Hastalar) Oraya (hastaneye) vardıklarında onlar için yatak yok, hemşire, doktor yok. Yani sadece ambulans değil, doktorlarınız da yok, bakımevleriniz ve bunun gibi şeyler de yok, sağlık sistemi çökmüş durumda. Haftada 500 ölüme yol açtığı öne sürüldü Teresa Simpsonın hikayesi, sağlık yetkililerinin acil bakımdaki gecikmeler nedeniyle haftada 300 ila 500 kadar kişinin öldüğü konusunda yaptığı açıklamaların ardından ortaya çıktı. İngilterede üst düzey bir sağlık yetkilisi, hafta başında yaptığı bir açıklamada, acil servislerdeki bekleme sürelerinin haftada 300 ila 500 ölüme neden olduğunu öne sürmüştü.Ülkede acil tıp doktorları birliği olan Royal College of Emergency Medicine Başkanı Dr. Adrian Boyle, Times Radioya yaptığı açıklamada, geçen ay acil servislerde şimdiye kadarki en uzun bekleme süresinin kaydedildiğini söylemişti. Ayrıca hastanelerde geçen ay şimdiye kadarki en yüksek doluluk oranına ulaşıldığına dikkati çeken Boyle, Şu anda uzun beklemeler açısından gördüğümüz şey, artan ölüm oranıyla ilişkilendiriliyor ve her hafta acil servislerdeki gecikmeler ve sorunların bir sonucu olarak 300 ila 500 kişinin öldüğünü düşünüyoruz ifadelerini kullanmıştı. İngiltere Sağlık Bakanlığından bir sözcü de sağlık sisteminin özellikle son aylarda karşı karşıya kaldığı krize ilişkin, Kovid-19 salgınının etkisinin ardından NHSnin karşı karşıya olduğu baskıların farkındayız ve sağlık için 14,1 milyar sterline kadar ek fonla desteklenen insanların önümüzdeki iki yıl boyunca ihtiyaç duydukları sağlık ve sosyal bakımı almalarını sağlamak için yorulmadan çalışıyoruz. açıklamasını yaptı."

04.01.2023     "Türkiye’nin ikinci ticari uydusu fırlatıldı! Türkiye’nin en hızlı büyüyen uzay firması Plan-S tarafından tamamlanan Connecta T1.2 uydusu, SpaceX Falcon 9 Transporter 6 roketi ile uzaya fırlatıldı. Plan-S, geçtiğimiz yıl mayıs ayında ilk uydusu olan Connecta T1.1’i fırlatmış ve başarıyla devreye almıştı. Ağustos 2021’de Ankara Bilkent Cyberpark’ta kurulan ve sadece dokuz ay gibi kısa bir zamanda ilk hedefi olan Connecta T1.1 uydusunu fırlatan Plan-S, ikinci uydusu Connecta T1.2’yi de SpaceX Falcon 9 roketi ile uzaya fırlattı. Uzay yolculuğuna küçük bir ekiple çıkan Plan-S, bugün yetmiş kişilik uzman ekibi ile ikinci uydusunu tamamlayıp uzaya fırlatma başarısını yakaladı. Kendi öz sermayesi ile çalışmalarını sürdüren Plan-S, Connecta T1.2 uydusunun da tüm entegrasyon ve test süreçlerini kendi çatısı altında tamamladı. Üçüncü uydu da yolda Plan-S, Nesnelerin İnterneti (IoT) uygulamaları ve uydu haberleşmesi için tasarlanan yeni uydusunda bir önceki uydudan edindiği deneyimi geliştirirken, Nesnelerin İnterneti cihazlarının iletişimine yönelik birçok ek uygulamanın da denenebileceği bir alt yapıya sahip olacak. Bu alt yapı ile denizcilikten, akıllı tarıma, enerjiden lojistiğe birçok sektör için akıllı ve kolay ulaşılabilen çözümler üretecek olan Plan-S, yakın gelecekte üçüncü uydusunu da fırlatacak.Uzay geleceğin en önemli sektörü olacak Connecta T1.2 uydusunun fırlatılmasıyla ilgili konuşan Plan-S Yönetim Kurulu Başkanı Sami Aslanhan, Plan-S ile bu yolculuğa çıkarken birçok konuda ilki deneyimleyeceğimizi biliyorduk. Uydu başta olmak üzere uzay konusunda yatırım yapmanın çok önemli olduğunu ilerleyen zamanlarda daha net göreceğiz. Uzay gelecek yılların en önemli sektörü olacak dedi. Uzay yolculuğu devam edecek Nesnelerin İnterneti uydusundan sonra Yer Gözlem konusunda çalışmalar yürütecek yeni uydunun çalışmalarının da tamamlanmak üzere olduğunu belirten Plan-S CEO’su Tugay Güzel ise Heyecanımızı paylaşan, gecesini gündüzüne katan, her daim daha iyisini yapmaya çalışan tüm takım arkadaşlarıma teşekkür ederim dedi. Güzel, bu iki uydu ve sonrasında gelecek uydularla birlikte önlerinde uzun bir uzay yolculuğu olduğunu da sözlerine ekledi.Uzaya mesaj: İstikbal Göklerdedir! Roketten ayrıldıktan sonra sinyal yaymaya başlayan Connecta T1.2’nin heyecanlı sinyal bekleyişi de tamamlandı. İlk uydu Connecta T1.1’deki gibi tüm Dünya üzerinde yayımlanan sinyal mesajı İSTİKBAL GÖKLERDEDİR! MUSTAFA KEMAL ATATÜRK şeklinde deşifre edildi."

